Order_Item_ID,Order_ID,Product_ID,Quantity,Discount,Order_Date,Customer_ID,Sales_Channel,Payment_Method,Region_ID,Product_Name,Category,Sub_Category,Unit_Cost,List_Price,Region,Revenue,Cost,Profit,Profit_Margin
ITEM0000022,ORD009834,PROD0076,3,0.1,2022-11-14,CUST01679,Online,Credit Card,R03,Chairs Product 076,Furniture,Chairs,754.65,1572.91,East,4246.857000000001,2263.95,1982.907000000001,0.46691164783744793
ITEM0000023,ORD007331,PROD0042,3,0.05,2024-04-30,CUST01288,Retail,Credit Card,R03,Writing Product 042,Office Supplies,Writing,765.82,1518.4,East,4327.4400000000005,2297.46,2029.9800000000005,0.4690948921302202
ITEM0000024,ORD010420,PROD0199,1,0.05,2022-05-18,CUST04752,Retail,Credit Card,R01,Decor Product 199,Home,Decor,543.51,1040.36,North,988.3419999999999,543.51,444.8319999999999,0.4500790212294934
ITEM0000025,ORD017523,PROD0156,1,0.1,2024-10-25,CUST02464,Retail,Bank Transfer,R02,Accessories Product 156,Technology,Accessories,735.6,1241.06,South,1116.954,735.6,381.3539999999999,0.3414231920025354
ITEM0000026,ORD007291,PROD0119,1,0.05,2022-02-11,CUST00376,Online,Credit Card,R04,Tables Product 119,Furniture,Tables,204.02,259.11,West,246.1545,204.02,42.1345,0.17117095157715986
ITEM0000027,ORD025387,PROD0155,2,0.2,2025-03-30,CUST03847,Retail,Credit Card,R05,Binders Product 155,Office Supplies,Binders,581.24,1207.81,Central,1932.496,1162.48,770.0160000000001,0.3984567109065168
ITEM0000028,ORD026422,PROD0154,6,0.0,2023-08-18,CUST01049,Retail,PayPal,R04,Chairs Product 154,Furniture,Chairs,761.98,1643.21,West,9859.26,4571.88,5287.38,0.5362856847268457
ITEM0000029,ORD026812,PROD0186,1,0.0,2025-12-19,CUST03768,Online,PayPal,R01,Kitchen Product 186,Home,Kitchen,439.86,624.36,North,624.36,439.86,184.5,0.2955025946569287
ITEM0000030,ORD028645,PROD0112,1,0.1,2022-09-04,CUST02797,Retail,Debit Card,R05,Writing Product 112,Office Supplies,Writing,336.79,692.28,Central,623.052,336.79,286.262,0.459451217554875
ITEM0000031,ORD008098,PROD0061,2,0.3,2023-03-09,CUST02330,Retail,PayPal,R03,Chairs Product 061,Furniture,Chairs,116.95,236.05,East,330.46999999999997,233.9,96.56999999999996,0.2922201712712197
ITEM0000032,ORD025042,PROD0010,1,0.15,2022-03-13,CUST00584,Online,Bank Transfer,R04,Lighting Product 010,Home,Lighting,719.78,1374.27,West,1168.1295,719.78,448.34950000000003,0.3838183180888763
ITEM0000033,ORD004938,PROD0154,2,0.0,2024-08-08,CUST02314,Online,Debit Card,R02,Chairs Product 154,Furniture,Chairs,761.98,1643.21,South,3286.42,1523.96,1762.46,0.5362856847268457
ITEM0000034,ORD026466,PROD0071,1,0.0,2023-01-02,CUST04952,Online,Credit Card,R04,Decor Product 071,Home,Decor,664.79,1224.53,West,1224.53,664.79,559.74,0.4571059916866063
ITEM0000035,ORD019832,PROD0072,3,0.0,2025-01-10,CUST02655,Retail,Debit Card,R04,Storage Product 072,Furniture,Storage,590.12,1258.91,West,3776.7300000000005,1770.3600000000001,2006.3700000000003,0.5312452836183683
ITEM0000036,ORD018322,PROD0165,1,0.2,2023-09-05,CUST01665,Retail,Debit Card,R05,Chairs Product 165,Furniture,Chairs,487.83,642.13,Central,513.7040000000001,487.83,25.87400000000008,0.05036752682478641
ITEM0000037,ORD009841,PROD0004,1,0.15,2022-09-25,CUST00188,Online,Credit Card,R02,Laptops Product 004,Technology,Laptops,218.07,336.74,South,286.229,218.07,68.15899999999999,0.23812751328481738
ITEM0000038,ORD018086,PROD0073,4,0.15,2023-03-21,CUST02001,Online,PayPal,R01,Lighting Product 073,Home,Lighting,768.0,1664.58,North,5659.571999999999,3072.0,2587.571999999999,0.4572027708102308
ITEM0000039,ORD006101,PROD0185,1,0.15,2024-01-03,CUST00353,Online,Bank Transfer,R02,Storage Product 185,Furniture,Storage,356.23,687.5,South,584.375,356.23,228.14499999999998,0.3904085561497326
ITEM0000040,ORD009395,PROD0150,4,0.15,2022-08-13,CUST03707,Online,Debit Card,R04,Laptops Product 150,Technology,Laptops,741.63,1360.56,West,4625.9039999999995,2966.52,1659.3839999999996,0.3587156153694499
ITEM0000041,ORD024516,PROD0122,3,0.0,2023-03-20,CUST00775,Retail,Debit Card,R01,Lighting Product 122,Home,Lighting,16.36,31.4,North,94.19999999999999,49.08,45.11999999999999,0.47898089171974517
ITEM0000042,ORD020762,PROD0045,4,0.1,2022-12-08,CUST03480,Online,Debit Card,R05,Writing Product 045,Office Supplies,Writing,489.74,704.28,Central,2535.408,1958.96,576.4479999999999,0.22735906804743058
ITEM0000043,ORD026840,PROD0184,4,0.2,2025-02-04,CUST04659,Online,Credit Card,R04,Kitchen Product 184,Home,Kitchen,162.39,343.75,West,1100.0,649.56,450.44000000000005,0.4094909090909091
ITEM0000044,ORD016066,PROD0139,2,0.2,2024-04-07,CUST01302,Online,Bank Transfer,R03,Monitors Product 139,Technology,Monitors,236.27,500.69,East,801.104,472.54,328.564,0.41013900816872717
ITEM0000045,ORD018149,PROD0128,2,0.15,2022-01-17,CUST04553,Online,PayPal,R04,Laptops Product 128,Technology,Laptops,228.35,397.97,West,676.549,456.7,219.849,0.32495650721529407
ITEM0000046,ORD010133,PROD0100,1,0.05,2024-10-20,CUST02077,Online,PayPal,R03,Kitchen Product 100,Home,Kitchen,331.19,627.7,East,596.315,331.19,265.12500000000006,0.44460561951317684
ITEM0000047,ORD001472,PROD0147,2,0.2,2024-03-20,CUST03996,Online,Credit Card,R03,Writing Product 147,Office Supplies,Writing,187.2,264.39,East,423.024,374.4,48.624000000000024,0.11494383297401571
ITEM0000048,ORD007180,PROD0146,2,0.3,2022-09-28,CUST00589,Retail,Debit Card,R05,Laptops Product 146,Technology,Laptops,19.56,27.64,Central,38.696,39.12,-0.4239999999999995,-0.010957204879057254
ITEM0000049,ORD026878,PROD0012,2,0.3,2025-03-03,CUST03733,Retail,Credit Card,R02,Lighting Product 012,Home,Lighting,415.63,689.31,South,965.0339999999999,831.26,133.7739999999999,0.1386210226789936
ITEM0000050,ORD006516,PROD0023,4,0.0,2025-11-19,CUST01175,Online,Credit Card,R03,Monitors Product 023,Technology,Monitors,326.56,389.93,East,1559.72,1306.24,253.48000000000002,0.1625163490882979
ITEM0000051,ORD002012,PROD0188,1,0.1,2025-07-18,CUST02159,Online,Debit Card,R02,Accessories Product 188,Technology,Accessories,616.86,1100.61,South,990.549,616.86,373.68899999999996,0.3772544316333669
ITEM0000052,ORD025696,PROD0121,2,0.05,2022-06-23,CUST03843,Online,Credit Card,R02,Laptops Product 121,Technology,Laptops,658.8,1043.46,South,1982.574,1317.6,664.9740000000002,0.3354094222964692
ITEM0000053,ORD019186,PROD0082,4,0.1,2025-06-22,CUST01169,Retail,Credit Card,R01,Paper Product 082,Office Supplies,Paper,315.32,663.8,North,2389.68,1261.28,1128.3999999999999,0.47219711425797595
ITEM0000054,ORD004165,PROD0040,3,0.05,2025-02-08,CUST00844,Retail,Credit Card,R01,Appliances Product 040,Home,Appliances,501.73,1097.53,North,3127.9605,1505.19,1622.7705,0.5187950742984127
ITEM0000055,ORD002814,PROD0060,1,0.05,2025-08-18,CUST03261,Retail,Credit Card,R01,Storage Product 060,Furniture,Storage,244.61,322.21,North,306.0995,244.61,61.489499999999964,0.20088075936092664
ITEM0000056,ORD002241,PROD0172,1,0.2,2024-12-16,CUST00605,Online,Credit Card,R01,Lighting Product 172,Home,Lighting,291.97,380.42,North,304.336,291.97,12.365999999999985,0.04063272172861569
ITEM0000057,ORD017110,PROD0107,1,0.1,2024-07-14,CUST02018,Online,Credit Card,R01,Kitchen Product 107,Home,Kitchen,176.31,312.66,North,281.394,176.31,105.084,0.37344079831126464
ITEM0000058,ORD010852,PROD0054,4,0.05,2025-09-11,CUST02555,Retail,Bank Transfer,R04,Paper Product 054,Office Supplies,Paper,526.45,1116.87,West,4244.106,2105.8,2138.3059999999996,0.5038295461988932
ITEM0000059,ORD015839,PROD0054,6,0.1,2022-04-03,CUST00736,Online,Credit Card,R04,Paper Product 054,Office Supplies,Paper,526.45,1116.87,West,6031.098,3158.7000000000003,2872.3979999999997,0.4762645209877206
ITEM0000060,ORD025616,PROD0195,7,0.15,2022-11-04,CUST02920,Online,PayPal,R03,Accessories Product 195,Technology,Accessories,87.36,150.27,East,894.1065000000001,611.52,282.5865000000001,0.3160546310758283
ITEM0000061,ORD020742,PROD0179,1,0.0,2022-11-08,CUST03246,Retail,Credit Card,R04,Phones Product 179,Technology,Phones,441.43,599.45,West,599.45,441.43,158.02000000000004,0.26360830761531406
ITEM0000062,ORD018232,PROD0146,7,0.3,2022-07-30,CUST03618,Online,PayPal,R01,Laptops Product 146,Technology,Laptops,19.56,27.64,North,135.436,136.92,-1.4839999999999804,-0.010957204879057122
ITEM0000063,ORD023974,PROD0084,3,0.05,2022-12-23,CUST04637,Retail,Debit Card,R05,Decor Product 084,Home,Decor,495.44,975.2,Central,2779.32,1486.32,1293.0000000000002,0.46522170890721476
ITEM0000064,ORD007894,PROD0126,1,0.05,2023-04-04,CUST01694,Retail,PayPal,R04,Storage Product 126,Furniture,Storage,72.99,150.51,West,142.9845,72.99,69.9945,0.48952508838370595
ITEM0000065,ORD021420,PROD0006,4,0.15,2025-07-17,CUST00331,Online,Credit Card,R02,Laptops Product 006,Technology,Laptops,574.6,957.95,South,3257.03,2298.4,958.6300000000001,0.294326426222663
ITEM0000066,ORD020269,PROD0051,4,0.0,2023-01-16,CUST03669,Online,Bank Transfer,R02,Appliances Product 051,Home,Appliances,641.19,1089.63,South,4358.52,2564.76,1793.7600000000002,0.4115525453594339
ITEM0000067,ORD021031,PROD0037,2,0.1,2023-06-15,CUST00260,Online,Credit Card,R05,Lighting Product 037,Home,Lighting,322.31,643.99,Central,1159.182,644.62,514.562,0.4439009577443404
ITEM0000068,ORD004048,PROD0008,1,0.05,2024-02-28,CUST03774,Online,Debit Card,R03,Monitors Product 008,Technology,Monitors,242.57,521.09,East,495.0355,242.57,252.46550000000002,0.509994737751131
ITEM0000069,ORD007777,PROD0127,5,0.1,2022-11-11,CUST03639,Online,Credit Card,R04,Lighting Product 127,Home,Lighting,226.67,309.13,West,1391.085,1133.35,257.7350000000001,0.18527624120740294
ITEM0000070,ORD010122,PROD0071,2,0.05,2024-07-10,CUST00609,Retail,Debit Card,R03,Decor Product 071,Home,Decor,664.79,1224.53,East,2326.607,1329.58,997.027,0.42853262282800664
ITEM0000071,ORD029770,PROD0050,1,0.0,2025-03-31,CUST01322,Online,Credit Card,R03,Phones Product 050,Technology,Phones,125.07,184.73,East,184.73,125.07,59.66,0.32295783034699294
ITEM0000072,ORD001495,PROD0189,2,0.15,2022-06-04,CUST03879,Online,Debit Card,R02,Stationery Product 189,Office Supplies,Stationery,792.55,1132.23,South,1924.791,1585.1,339.69100000000003,0.17648201804767377
ITEM0000073,ORD016358,PROD0175,3,0.0,2025-12-01,CUST00334,Retail,PayPal,R02,Lighting Product 175,Home,Lighting,439.11,893.06,South,2679.18,1317.33,1361.85,0.508308512306004
ITEM0000074,ORD029129,PROD0148,2,0.0,2024-03-25,CUST02864,Online,Credit Card,R04,Writing Product 148,Office Supplies,Writing,430.81,758.68,West,1517.36,861.62,655.7399999999999,0.4321584857911108
ITEM0000075,ORD018498,PROD0102,4,0.05,2024-12-04,CUST01461,Retail,Credit Card,R02,Monitors Product 102,Technology,Monitors,591.01,1029.91,South,3913.658,2364.04,1549.618,0.3959513069358641
ITEM0000076,ORD001415,PROD0071,4,0.1,2022-08-08,CUST02329,Retail,Debit Card,R01,Decor Product 071,Home,Decor,664.79,1224.53,North,4408.308,2659.16,1749.1480000000001,0.39678443520734036
ITEM0000077,ORD011458,PROD0001,6,0.1,2025-11-16,CUST00345,Retail,Credit Card,R05,Laptops Product 001,Technology,Laptops,200.76,412.94,Central,2229.8759999999997,1204.56,1025.3159999999998,0.45980852746968887
ITEM0000078,ORD006232,PROD0024,1,0.3,2025-04-13,CUST01005,Retail,Credit Card,R01,Paper Product 024,Office Supplies,Paper,547.79,806.8,North,564.7599999999999,547.79,16.969999999999914,0.03004816205113662
ITEM0000079,ORD026999,PROD0182,4,0.2,2024-06-14,CUST00739,Retail,PayPal,R01,Decor Product 182,Home,Decor,638.17,999.57,North,3198.6240000000003,2552.68,645.9440000000004,0.20194433606450785
ITEM0000080,ORD007117,PROD0181,2,0.0,2023-05-17,CUST03940,Online,Credit Card,R02,Kitchen Product 181,Home,Kitchen,455.01,544.48,South,1088.96,910.02,178.94000000000005,0.16432192183367622
ITEM0000081,ORD010836,PROD0181,2,0.0,2025-04-05,CUST04823,Online,PayPal,R04,Kitchen Product 181,Home,Kitchen,455.01,544.48,West,1088.96,910.02,178.94000000000005,0.16432192183367622
ITEM0000082,ORD023632,PROD0073,2,0.1,2025-02-19,CUST00408,Retail,PayPal,R03,Lighting Product 073,Home,Lighting,768.0,1664.58,East,2996.244,1536.0,1460.2440000000001,0.48735817243188473
ITEM0000083,ORD000331,PROD0074,8,0.1,2022-06-02,CUST03950,Online,Credit Card,R03,Appliances Product 074,Home,Appliances,502.39,780.69,East,5620.968000000001,4019.12,1601.8480000000009,0.28497724947019815
ITEM0000084,ORD005637,PROD0192,5,0.05,2024-10-12,CUST00898,Retail,Credit Card,R02,Tables Product 192,Furniture,Tables,509.9,1070.93,South,5086.9175000000005,2549.5,2537.4175000000005,0.49881239473610495
ITEM0000085,ORD000433,PROD0067,1,0.05,2023-04-16,CUST00478,Retail,PayPal,R04,Phones Product 067,Technology,Phones,571.33,947.7,West,900.315,571.33,328.985,0.3654109950406247
ITEM0000086,ORD014676,PROD0170,1,0.15,2024-04-13,CUST04357,Online,PayPal,R04,Desks Product 170,Furniture,Desks,280.5,584.01,West,496.4085,280.5,215.9085,0.43494118251399805
ITEM0000087,ORD021940,PROD0045,1,0.1,2024-12-19,CUST02129,Retail,Credit Card,R02,Writing Product 045,Office Supplies,Writing,489.74,704.28,South,633.852,489.74,144.11199999999997,0.22735906804743058
ITEM0000088,ORD001615,PROD0008,2,0.0,2022-08-16,CUST00459,Online,Bank Transfer,R05,Monitors Product 008,Technology,Monitors,242.57,521.09,Central,1042.18,485.14,557.0400000000001,0.5344950008635745
ITEM0000089,ORD018030,PROD0175,3,0.15,2023-07-16,CUST04568,Online,Debit Card,R05,Lighting Product 175,Home,Lighting,439.11,893.06,Central,2277.303,1317.33,959.973,0.42153942624235774
ITEM0000090,ORD005969,PROD0021,4,0.15,2025-10-01,CUST04907,Online,Bank Transfer,R04,Binders Product 021,Office Supplies,Binders,45.94,79.6,West,270.64,183.76,86.88,0.32101684895063554
ITEM0000091,ORD014826,PROD0119,1,0.0,2022-12-27,CUST03380,Retail,Credit Card,R03,Tables Product 119,Furniture,Tables,204.02,259.11,East,259.11,204.02,55.09,0.2126124039983019
ITEM0000092,ORD029683,PROD0055,3,0.05,2023-03-29,CUST01412,Online,PayPal,R02,Stationery Product 055,Office Supplies,Stationery,201.95,413.59,South,1178.7314999999999,605.8499999999999,572.8815,0.48601526301791376
ITEM0000093,ORD002464,PROD0059,1,0.0,2025-12-30,CUST02285,Online,Credit Card,R02,Writing Product 059,Office Supplies,Writing,395.89,818.0,South,818.0,395.89,422.11,0.5160268948655257
ITEM0000094,ORD001451,PROD0046,1,0.2,2024-12-20,CUST02421,Online,Credit Card,R01,Tables Product 046,Furniture,Tables,560.36,734.35,North,587.48,560.36,27.120000000000005,0.04616327364335808
ITEM0000095,ORD011342,PROD0119,1,0.0,2022-11-15,CUST00798,Online,Credit Card,R05,Tables Product 119,Furniture,Tables,204.02,259.11,Central,259.11,204.02,55.09,0.2126124039983019
ITEM0000096,ORD011158,PROD0011,1,0.15,2022-03-26,CUST01900,Retail,Credit Card,R03,Monitors Product 011,Technology,Monitors,28.14,33.04,East,28.084,28.14,-0.05600000000000094,-0.0019940179461615487
ITEM0000097,ORD019849,PROD0165,3,0.0,2023-07-04,CUST01106,Online,Credit Card,R01,Chairs Product 165,Furniture,Chairs,487.83,642.13,North,1926.3899999999999,1463.49,462.89999999999986,0.24029402145982895
ITEM0000098,ORD021404,PROD0058,2,0.15,2023-07-03,CUST03784,Online,Credit Card,R04,Chairs Product 058,Furniture,Chairs,476.82,753.54,West,1281.0179999999998,953.64,327.3779999999998,0.2555608117918717
ITEM0000099,ORD027286,PROD0182,1,0.1,2025-07-11,CUST00507,Online,Credit Card,R03,Decor Product 182,Home,Decor,638.17,999.57,East,899.613,638.17,261.4430000000001,0.29061718761289584
ITEM0000100,ORD001933,PROD0020,1,0.1,2022-09-24,CUST00953,Online,Debit Card,R04,Kitchen Product 020,Home,Kitchen,69.62,144.42,West,129.97799999999998,69.62,60.357999999999976,0.464370893535829
ITEM0000101,ORD022498,PROD0086,1,0.0,2022-11-24,CUST04503,Retail,Bank Transfer,R03,Tables Product 086,Furniture,Tables,35.13,63.21,East,63.21,35.13,28.08,0.4442335073564309
ITEM0000102,ORD026778,PROD0019,3,0.0,2023-10-05,CUST01880,Retail,Credit Card,R02,Kitchen Product 019,Home,Kitchen,171.3,309.69,South,929.0699999999999,513.9000000000001,415.16999999999985,0.4468662210597693
ITEM0000103,ORD017777,PROD0196,6,0.1,2025-09-07,CUST03186,Online,Debit Card,R01,Writing Product 196,Office Supplies,Writing,254.64,365.4,North,1973.1599999999996,1527.84,445.3199999999997,0.22568874293012214
ITEM0000104,ORD029124,PROD0003,1,0.1,2022-01-18,CUST02167,Online,Debit Card,R05,Desks Product 003,Furniture,Desks,602.71,704.25,Central,633.825,602.71,31.11500000000001,0.0490908373762474
ITEM0000105,ORD022044,PROD0049,1,0.1,2022-10-18,CUST00266,Online,Credit Card,R03,Tables Product 049,Furniture,Tables,771.52,1351.67,East,1216.5030000000002,771.52,444.9830000000002,0.3657886581455205
ITEM0000106,ORD017995,PROD0056,6,0.0,2022-07-21,CUST03176,Retail,Bank Transfer,R02,Tables Product 056,Furniture,Tables,736.77,1545.08,South,9270.48,4420.62,4849.86,0.523150904807518
ITEM0000107,ORD014545,PROD0013,1,0.0,2022-04-28,CUST02304,Online,Credit Card,R05,Writing Product 013,Office Supplies,Writing,357.18,524.15,Central,524.15,357.18,166.96999999999997,0.3185538490890012
ITEM0000108,ORD024519,PROD0091,2,0.3,2025-07-31,CUST02366,Online,PayPal,R02,Kitchen Product 091,Home,Kitchen,725.11,1057.4,South,1480.3600000000001,1450.22,30.1400000000001,0.02035991245372754
ITEM0000109,ORD005881,PROD0199,2,0.05,2024-12-03,CUST02422,Online,PayPal,R04,Decor Product 199,Home,Decor,543.51,1040.36,West,1976.6839999999997,1087.02,889.6639999999998,0.4500790212294934
ITEM0000110,ORD002504,PROD0091,5,0.15,2022-09-09,CUST00760,Online,Debit Card,R02,Kitchen Product 091,Home,Kitchen,725.11,1057.4,South,4493.95,3625.55,868.3999999999996,0.19323757496189314
ITEM0000111,ORD011917,PROD0007,2,0.1,2025-06-18,CUST03572,Online,Credit Card,R03,Desks Product 007,Furniture,Desks,514.29,815.0,East,1467.0,1028.58,438.4200000000001,0.2988548057259714
ITEM0000112,ORD022066,PROD0063,3,0.0,2025-01-18,CUST01031,Retail,Credit Card,R04,Laptops Product 063,Technology,Laptops,223.52,416.08,West,1248.24,670.5600000000001,577.68,0.4627956162276485
ITEM0000113,ORD004370,PROD0064,1,0.0,2022-11-24,CUST01890,Retail,Debit Card,R03,Binders Product 064,Office Supplies,Binders,35.55,62.09,East,62.09,35.55,26.540000000000006,0.4274440328555324
ITEM0000114,ORD021923,PROD0079,1,0.1,2022-07-22,CUST00308,Retail,Bank Transfer,R03,Laptops Product 079,Technology,Laptops,572.99,901.06,East,810.954,572.99,237.96399999999994,0.29343711233929415
ITEM0000115,ORD024446,PROD0190,2,0.15,2025-11-13,CUST04149,Online,Debit Card,R03,Stationery Product 190,Office Supplies,Stationery,54.56,64.58,East,109.78599999999999,109.12,0.6659999999999826,0.006066347257391495
ITEM0000116,ORD023320,PROD0130,1,0.0,2024-10-07,CUST00521,Online,Credit Card,R04,Monitors Product 130,Technology,Monitors,717.12,966.38,West,966.38,717.12,249.26,0.25793166249301513
ITEM0000117,ORD013582,PROD0052,4,0.2,2022-03-22,CUST02560,Online,Debit Card,R04,Paper Product 052,Office Supplies,Paper,154.58,194.46,West,622.272,618.32,3.951999999999998,0.006350920497788745
ITEM0000118,ORD029266,PROD0124,2,0.1,2023-10-23,CUST03295,Retail,Debit Card,R04,Writing Product 124,Office Supplies,Writing,228.83,280.86,West,505.54800000000006,457.66,47.888000000000034,0.09472493215283223
ITEM0000119,ORD013034,PROD0175,2,0.0,2025-09-30,CUST02189,Online,Credit Card,R03,Lighting Product 175,Home,Lighting,439.11,893.06,East,1786.12,878.22,907.8999999999999,0.508308512306004
ITEM0000120,ORD019890,PROD0117,1,0.15,2022-07-22,CUST00210,Online,PayPal,R01,Monitors Product 117,Technology,Monitors,256.3,500.17,North,425.1445,256.3,168.84449999999998,0.3971461467806828
ITEM0000121,ORD016068,PROD0044,2,0.0,2025-06-09,CUST01961,Online,Debit Card,R03,Appliances Product 044,Home,Appliances,279.7,430.94,East,861.88,559.4,302.48,0.3509537290574094
ITEM0000122,ORD001094,PROD0055,1,0.1,2022-04-01,CUST02039,Online,Credit Card,R03,Stationery Product 055,Office Supplies,Stationery,201.95,413.59,East,372.231,201.95,170.281,0.45746055540779784
ITEM0000123,ORD010859,PROD0021,2,0.15,2023-08-03,CUST03158,Online,Credit Card,R03,Binders Product 021,Office Supplies,Binders,45.94,79.6,East,135.32,91.88,43.44,0.32101684895063554
ITEM0000124,ORD005282,PROD0048,3,0.1,2022-05-26,CUST01527,Retail,Credit Card,R01,Monitors Product 048,Technology,Monitors,446.62,563.63,North,1521.801,1339.8600000000001,181.9409999999998,0.11955636775110531
ITEM0000125,ORD011897,PROD0092,1,0.15,2025-12-31,CUST04011,Online,Credit Card,R02,Laptops Product 092,Technology,Laptops,603.8,833.26,South,708.271,603.8,104.471,0.14750145071589832
ITEM0000126,ORD029566,PROD0200,2,0.05,2024-08-24,CUST04011,Online,Credit Card,R02,Decor Product 200,Home,Decor,547.94,1149.89,South,2184.791,1095.88,1088.911,0.49840511060325676
ITEM0000127,ORD017049,PROD0100,1,0.05,2022-09-16,CUST00551,Retail,Credit Card,R02,Kitchen Product 100,Home,Kitchen,331.19,627.7,South,596.315,331.19,265.12500000000006,0.44460561951317684
ITEM0000128,ORD006369,PROD0098,2,0.2,2024-06-24,CUST03880,Online,Credit Card,R02,Stationery Product 098,Office Supplies,Stationery,745.54,1210.26,South,1936.4160000000002,1491.08,445.33600000000024,0.22997950853535615
ITEM0000129,ORD000813,PROD0105,1,0.0,2025-07-03,CUST04262,Online,Credit Card,R03,Tables Product 105,Furniture,Tables,318.91,595.55,East,595.55,318.91,276.63999999999993,0.46451179581899077
